PTS,AST,REB,FG_PCT,MIN
8,3,8,0.5,19.45
8,2,3,0.4,32.1
19,1,1,0.538,28.566666666666666
10,2,6,0.375,23.626666666666665
18,1,1,0.455,30.466666666666665
8,1,9,0.4,18.833333333333332
11,1,4,0.375,18.45
11,2,5,0.273,25.933333333333334
15,1,2,0.455,27.513333333333332
4,5,4,0.667,25.948333333333334
2,11,2,0.125,32.85
10,3,6,0.455,33.35
11,6,1,0.267,29.966666666666665
13,1,2,0.286,17.5
12,1,2,0.571,17.316666666666666
3,4,6,0.167,23.666666666666668
8,0,4,0.571,23.05666666666667
7,2,7,0.286,20.916666666666668
9,1,5,0.667,20.826666666666668
11,0,2,0.444,27.835
7,2,9,0.6,29.166666666666668
9,0,6,0.5,21.883333333333333
6,2,7,0.4,19.933333333333334
6,2,5,0.333,24.7
7,2,5,0.429,28.3
9,1,6,0.5,17.316666666666666
12,2,1,0.455,20.6
4,3,5,0.333,26.666666666666668
8,0,4,0.5,13.0
6,2,3,0.286,14.666666666666666
7,1,4,0.4,22.843333333333334
10,1,2,0.4,23.166666666666668
8,1,1,0.4,18.1
8,0,2,0.75,14.683333333333334
13,0,2,0.833,15.33
3,5,4,0.333,25.316666666666666
5,0,10,0.286,22.246666666666666
11,1,3,0.444,18.25
9,1,5,0.6,24.35
4,1,3,0.0,33.4
9,1,4,0.5,27.25
6,2,4,0.333,20.416666666666668
5,2,4,0.333,21.516666666666666
8,3,1,0.333,21.483333333333334
4,5,2,0.4,24.558333333333334
2,1,8,0.125,28.533333333333335
9,0,2,0.4,15.776666666666667
8,2,1,0.4,20.15
5,2,4,0.333,15.15
2,1,4,0.333,12.6
2,1,4,1.0,17.666666666666668
4,1,6,0.286,20.983333333333334
6,1,2,0.4,17.183333333333334
6,1,0,0.286,24.816666666666666
4,2,2,0.333,8.858333333333333
5,2,2,0.4,18.7
4,2,1,0.333,15.6
5,1,3,0.333,19.266666666666666
6,0,2,0.5,8.583333333333334
2,0,3,0.2,12.916666666666666
4,2,1,0.0,13.4
3,2,1,0.5,14.633333333333333
5,1,3,0.0,15.583333333333334
3,2,3,0.25,22.133333333333333
4,2,2,1.0,7.48
4,1,4,0.667,12.933333333333334
6,0,1,1.0,13.783333333333333
4,1,1,0.5,17.266666666666666
2,0,2,0.5,19.9
4,1,1,0.182,27.983333333333334
4,1,3,0.222,20.066666666666666
2,2,2,0.2,22.633333333333333
5,0,2,1.0,20.003333333333334
0,1,4,0.0,17.156666666666666
3,0,1,0.333,11.663333333333334
4,1,2,0.5,14.833333333333334
2,0,3,0.167,14.466666666666667
1,0,6,0.0,12.533333333333333
2,1,3,0.333,11.9
3,0,0,0.333,4.55
2,1,1,0.25,12.933333333333334
2,0,3,0.5,14.6
3,0,2,0.5,4.55
1,2,2,0.0,14.316666666666666
0,1,4,0.0,15.52
0,1,2,0.0,20.2
3,0,2,0.5,14.866666666666667
3,0,1,0.5,2.933333333333333
3,0,1,1.0,5.533333333333333
2,0,0,1.0,9.82
2,0,0,0.5,5.933333333333334
0,1,3,0.0,17.446666666666665
2,0,2,0.5,3.8833333333333333
3,0,0,0.5,4.466666666666667
0,1,0,0.0,8.4
0,1,1,0.0,4.466666666666667
0,0,2,0.0,3.6166666666666667
0,1,0,0.0,2.5
0,0,1,0.0,3.6166666666666667
0,0,1,0.0,4.55
0,0,1,0.0,11.466666666666667
0,0,1,0.0,15.3
0,0,1,0.0,4.966666666666667
0,0,1,0.0,2.933333333333333
0,0,0,0.0,5.55
0,0,0,0.0,0.7333333333333333
0,0,0,0.0,4.55
0,0,0,0.0,2.933333333333333
0,0,0,0.0,5.1
0,0,0,0.0,4.516666666666667
0,0,0,0.0,7.116666666666666
39,10,10,0.517,33.748333333333335
39,6,8,0.56,37.56666666666667
28,0,19,0.474,35.53333333333333
33,4,15,0.556,28.466666666666665
37,7,3,0.567,35.016666666666666
32,6,7,0.5,34.84
32,6,4,0.667,31.7
29,3,9,0.615,37.13333333333333
26,8,6,0.529,34.53666666666667
22,9,13,0.8,33.61666666666667
28,1,10,0.429,35.05
27,8,5,0.563,32.733333333333334
31,5,2,0.579,36.651666666666664
31,7,2,0.423,34.16833333333334
24,1,7,0.769,32.416666666666664
25,7,3,0.429,35.178333333333335
25,3,6,0.476,34.86666666666667
29,6,5,0.417,32.623333333333335
13,3,15,0.75,35.233333333333334
23,4,8,0.381,34.75
12,8,9,0.8,32.178333333333335
28,1,3,0.385,36.7
23,5,5,0.368,38.60666666666667
18,2,11,0.529,32.5
18,3,4,0.333,36.85
19,1,7,0.5,29.483333333333334
23,4,5,0.643,31.483333333333334
14,10,11,0.636,27.75
13,2,12,0.833,34.30166666666667
14,10,7,0.455,27.766666666666666
11,4,8,0.333,35.1
24,3,5,0.294,36.95
20,9,4,0.571,33.435
18,6,4,0.538,22.601666666666667
16,3,5,0.538,30.17
16,9,5,0.389,36.385
16,0,7,0.5,31.566666666666666
20,3,8,0.389,34.28333333333333
20,2,6,0.667,35.233333333333334
17,7,2,0.625,27.0
19,1,5,0.462,27.75
17,2,12,0.7,31.116666666666667
21,2,8,0.636,27.081666666666667
21,3,4,0.727,32.72833333333333
21,1,4,0.467,22.503333333333334
13,4,10,0.5,36.36666666666667
9,4,7,0.667,30.836666666666666
25,3,4,0.632,35.416666666666664
16,3,3,0.5,29.933333333333334
10,2,15,0.571,32.583333333333336
17,2,8,0.462,33.85
17,2,4,0.636,23.0
12,3,10,0.5,25.916666666666668
13,1,10,0.462,28.366666666666667
14,2,3,0.667,26.266666666666666
17,5,2,0.467,19.366666666666667
15,0,3,0.714,25.016666666666666
12,1,9,0.714,28.45
14,6,1,0.556,29.5
17,3,2,0.5,37.78333333333333
15,0,3,0.545,27.033333333333335
16,0,7,0.636,29.233333333333334
15,4,1,0.6,32.56666666666667
19,0,3,0.5,28.033333333333335
7,5,6,0.133,26.566666666666666
7,1,10,0.429,21.433333333333334
6,7,5,0.25,29.233333333333334
10,10,4,0.364,32.3
13,6,6,0.4,27.7
11,0,4,0.556,28.783333333333335
9,2,6,0.6,21.483333333333334
14,8,3,0.583,30.266666666666666
12,1,6,0.444,27.316666666666666
14,2,3,0.556,34.43
16,1,4,0.667,36.5
15,2,3,0.538,26.833333333333332
11,1,9,0.667,15.583333333333334
12,2,8,0.667,18.766666666666666
16,2,2,0.571,19.516666666666666
11,5,7,0.714,21.066666666666666
14,2,7,0.875,23.433333333333334
13,1,4,0.545,30.65
15,5,2,0.389,35.03333333333333
14,0,3,0.545,33.233333333333334
12,2,3,0.625,31.6
16,1,3,0.6,28.841666666666665
9,8,0,0.364,25.383333333333333
10,2,6,0.714,19.666666666666668
8,4,7,0.5,29.15
10,4,5,0.5,27.8
12,5,1,0.5,28.336666666666666
3,9,6,0.091,35.4
7,8,2,0.333,29.043333333333333
8,5,6,0.4,19.45
6,3,4,0.4,19.066666666666666
6,6,4,0.4,26.28
16,0,3,0.8,25.026666666666667
10,3,6,0.4,28.901666666666667
8,1,10,0.0,30.45
14,5,0,0.6,25.566666666666666
2,7,7,0.25,22.783333333333335
8,0,8,0.5,20.25
9,1,3,0.667,18.766666666666666
10,6,3,0.333,20.816666666666666
9,3,4,0.5,26.933333333333334
13,2,1,0.286,24.7
14,1,1,0.714,19.356666666666666
8,1,6,0.4,32.96333333333333
4,0,13,0.222,31.133333333333333
11,3,1,0.571,25.95
7,2,8,0.143,17.05
6,1,10,0.5,16.483333333333334
11,3,4,0.455,22.7
13,2,0,0.455,34.68333333333333
12,1,6,0.385,18.316666666666666
9,4,3,0.75,30.733333333333334
6,0,8,1.0,12.466666666666667
6,2,6,0.375,33.85
8,1,1,0.6,21.5
7,2,3,0.182,26.97
7,3,5,0.5,17.316666666666666
9,1,5,0.429,19.733333333333334
9,1,1,0.375,18.533333333333335
11,2,3,0.286,21.333333333333332
9,0,6,0.429,24.9
11,0,2,0.667,19.65
7,4,1,0.5,13.566666666666666
5,4,8,0.667,25.216666666666665
4,1,8,0.167,28.663333333333334
8,1,2,0.6,22.315
12,3,1,0.375,24.266666666666666
9,0,5,0.429,12.866666666666667
8,3,3,0.6,11.921666666666667
8,4,2,0.571,16.636666666666667
8,2,6,0.8,22.043333333333333
6,1,6,0.286,15.716666666666667
7,2,2,0.5,26.7
3,1,7,0.25,13.84
9,1,1,0.6,13.766666666666667
6,4,1,0.667,18.481666666666666
4,4,5,0.333,28.316666666666666
10,1,2,0.4,29.383333333333333
3,5,3,0.167,31.616666666666667
3,1,6,0.25,12.781666666666666
9,2,0,0.667,23.65
4,1,6,0.2,27.633333333333333
10,0,1,0.364,23.183333333333334
10,0,4,0.5,26.266666666666666
3,1,3,1.0,20.083333333333332
5,0,9,0.5,14.45
5,2,1,0.4,17.05
6,2,5,0.75,14.516666666666667
5,2,2,0.286,29.496666666666666
5,3,4,0.333,22.45
7,5,0,0.286,22.97
7,2,3,0.5,15.433333333333334
4,2,4,0.5,12.508333333333333
7,0,1,0.375,15.233333333333333
8,1,2,0.5,15.183333333333334
6,1,4,0.143,26.408333333333335
2,6,2,0.5,16.921666666666667
6,1,3,0.429,15.45
4,1,3,0.4,21.25
5,0,5,0.5,13.55
6,1,1,0.286,22.733333333333334
3,0,1,0.2,14.75
2,0,3,0.0,21.333333333333332
6,0,3,0.375,17.31833333333333
8,0,1,0.75,5.116666666666666
2,2,5,0.0,22.613333333333333
5,1,2,0.167,21.266666666666666
2,2,2,0.5,15.566666666666666
0,1,3,0.0,14.803333333333333
2,0,3,0.5,7.266666666666667
4,0,3,0.333,12.216666666666667
4,3,0,0.5,12.821666666666667
2,2,2,0.25,16.45
2,0,2,0.5,8.516666666666667
3,0,0,0.333,4.65
4,2,0,0.667,22.3
4,1,0,0.25,13.85
0,2,1,0.0,5.766666666666667
3,2,0,0.5,4.65
4,0,1,1.0,5.116666666666666
2,1,2,0.5,4.605
2,0,3,0.125,26.45
3,0,1,0.5,2.1166666666666667
0,2,2,0.0,3.316666666666667
0,2,0,0.0,19.783333333333335
0,1,2,0.0,5.116666666666666
0,0,2,0.0,9.633333333333333
0,1,0,0.0,6.5
0,1,0,0.0,4.05
0,1,0,0.0,4.383333333333334
0,0,1,0.0,13.996666666666666
0,0,1,0.0,7.4
0,0,1,0.0,7.443333333333333
0,0,1,0.0,6.766666666666667
0,0,0,0.0,2.1166666666666667
0,0,0,0.0,2.2666666666666666
0,0,0,0.0,1.1466666666666667
0,0,0,0.0,0.9833333333333333
0,0,0,0.0,0.9833333333333333
0,0,0,0.0,0.9833333333333333
0,0,0,0.0,0.685
0,0,0,0.0,2.65
0,0,0,0.0,1.25
0,0,0,0.0,1.25
0,0,0,0.0,1.25
0,0,0,0.0,0.715
0,0,0,0.0,3.3833333333333333
0,0,0,0.0,3.3833333333333333
0,0,0,0.0,5.483333333333333
0,0,0,0.0,6.698333333333333
0,0,0,0.0,3.598333333333333
0,0,0,0.0,1.875
23,9,11,0.643,32.13333333333333
20,12,6,0.357,39.266666666666666
27,2,12,0.588,33.583333333333336
29,4,8,0.556,34.266666666666666
12,10,4,0.308,35.31666666666667
25,5,6,0.421,37.596666666666664
23,4,7,0.438,35.873333333333335
18,5,6,0.667,20.983333333333334
21,1,12,0.625,24.466666666666665
23,2,3,0.667,33.05
19,6,5,0.533,35.583333333333336
23,2,3,0.538,30.55
14,9,7,0.333,36.68333333333333
19,2,4,0.467,33.583333333333336
22,3,3,0.474,37.93333333333333
22,2,2,0.625,27.516666666666666
10,0,13,1.0,31.683333333333334
15,3,11,0.7,29.716666666666665
23,0,7,0.818,26.633333333333333
18,0,5,0.5,27.566666666666666
23,2,1,0.5,27.45
14,5,5,0.667,29.883333333333333
18,6,2,0.444,36.1
12,5,5,0.625,26.765
11,3,5,0.4,36.46666666666667
17,3,4,0.333,39.531666666666666
17,2,4,0.4,30.25
13,2,7,0.286,32.233333333333334
11,1,11,0.5,25.395
13,4,6,0.364,31.633333333333333
10,2,6,0.333,32.638333333333335
11,2,2,0.667,19.31
14,1,3,0.417,30.35
14,2,3,0.444,22.605
9,0,9,0.4,18.283333333333335
10,2,7,0.286,25.786666666666665
7,7,3,0.125,32.166666666666664
8,2,5,0.375,21.045
13,1,2,0.556,27.883333333333333
6,2,3,0.25,30.633333333333333
9,3,5,0.273,23.2
8,0,4,1.0,33.265
6,0,7,0.75,28.933333333333334
8,2,3,0.231,34.62833333333333
8,2,5,0.5,23.246666666666666
13,0,1,0.444,23.9
8,2,2,0.75,26.933333333333334
7,3,3,0.25,20.648333333333333
6,3,4,0.5,30.633333333333333
6,0,5,0.75,24.753333333333334
4,3,6,0.667,22.983333333333334
9,0,4,0.75,12.126666666666667
7,0,3,0.429,15.1
2,1,5,0.167,23.433333333333334
5,4,0,0.4,21.366666666666667
4,1,3,0.167,30.366666666666667
6,1,0,0.4,27.8
5,0,1,0.667,15.766666666666667
5,0,3,0.667,13.733333333333333
2,1,5,0.25,34.498333333333335
7,0,0,0.75,22.216666666666665
2,0,3,1.0,10.633333333333333
2,1,4,0.0,10.268333333333333
2,2,3,0.167,26.65
6,0,3,0.5,13.366666666666667
2,0,2,0.25,15.933333333333334
2,2,2,0.0,16.15
4,1,1,0.143,28.166666666666668
3,0,1,0.5,11.483333333333333
2,0,1,0.333,7.35
3,0,0,0.333,10.318333333333333
0,0,0,0.0,8.316666666666666
0,1,1,0.0,5.6
0,0,1,0.0,2.0
0,0,1,0.0,4.916666666666667
0,0,1,0.0,16.256666666666668
0,0,0,0.0,0.06
0,0,0,0.0,2.6
71,6,6,0.579,39.175
40,10,17,0.667,41.55
35,4,6,0.619,31.133333333333333
30,3,9,0.545,36.181666666666665
30,4,15,0.6,36.66
33,8,3,0.579,36.8
34,8,3,0.462,33.79333333333334
33,5,4,0.591,35.18333333333333
32,4,5,0.522,32.96666666666667
21,12,5,0.364,41.196666666666665
21,5,8,0.538,38.166666666666664
33,2,6,0.632,38.63333333333333
26,5,9,0.455,36.38333333333333
22,0,13,0.529,35.56666666666667
29,0,11,0.667,39.1
15,1,17,0.75,26.838333333333335
24,3,5,0.5,37.9
26,3,8,0.435,36.85
22,3,6,0.636,28.293333333333333
25,5,8,0.417,32.9
29,6,2,0.733,35.31666666666667
28,4,3,0.571,32.67166666666667
27,1,3,0.667,36.31333333333333
18,11,3,0.5,34.343333333333334
21,5,11,0.364,37.85
14,8,15,0.75,35.53666666666667
20,2,6,0.467,31.716666666666665
22,0,11,0.524,35.416666666666664
17,4,5,0.6,25.35
18,4,9,0.5,33.36666666666667
24,8,4,0.429,38.3
27,4,1,0.611,33.06666666666667
23,1,11,0.769,32.78333333333333
23,4,4,0.462,35.5
8,1,11,0.5,29.97833333333333
12,7,5,0.263,38.53333333333333
18,8,7,0.412,36.63333333333333
18,7,5,0.389,39.8
20,8,4,0.438,41.05
12,2,17,0.667,31.778333333333332
15,1,11,0.778,30.883333333333333
15,3,10,0.5,28.45
18,5,7,0.8,32.05
17,5,10,0.5,24.766666666666666
22,3,2,0.429,29.273333333333333
13,3,9,0.833,27.233333333333334
24,3,0,0.545,27.766666666666666
16,1,13,0.438,32.36666666666667
16,3,6,0.625,25.4
12,5,9,0.5,30.368333333333332
12,3,8,0.5,32.36666666666667
14,2,9,0.462,20.265
15,4,3,0.25,34.7
17,3,4,0.75,25.866666666666667
17,2,4,0.385,24.22
15,4,2,0.583,31.3
14,4,8,0.5,32.9
18,1,5,0.412,31.4
11,6,10,0.308,25.483333333333334
9,4,8,0.273,37.64
12,1,7,0.667,16.933333333333334
11,2,9,1.0,20.16
9,7,3,0.429,33.833333333333336
16,8,1,0.417,34.583333333333336
11,0,7,0.571,32.751666666666665
13,2,7,0.5,29.6
9,4,8,0.4,32.958333333333336
12,5,3,0.385,31.4
12,1,3,0.556,32.9
12,3,2,0.5,21.286666666666665
16,3,1,0.368,30.27166666666667
9,0,8,1.0,22.4
7,1,10,1.0,26.846666666666668
13,1,5,0.5,27.285
13,1,5,0.5,32.306666666666665
8,2,3,0.5,35.64
7,2,7,0.6,24.555
8,4,3,0.214,34.361666666666665
17,2,2,0.636,25.216666666666665
10,3,4,0.3,31.916666666666668
12,2,3,0.667,20.118333333333332
7,4,2,0.667,31.24
3,4,10,0.143,26.686666666666667
6,0,12,0.333,19.483333333333334
14,0,4,0.857,28.133333333333333
12,0,4,0.571,19.685
7,6,3,0.4,22.9
6,3,4,0.333,25.883333333333333
7,1,8,0.4,12.001666666666667
10,1,4,0.333,20.881666666666668
6,6,6,0.333,28.95
7,2,5,0.375,20.333333333333332
10,1,7,0.6,28.395
10,0,6,0.429,21.426666666666666
10,3,4,0.222,38.28333333333333
12,0,4,0.625,25.766666666666666
7,3,2,0.5,24.483333333333334
7,4,0,0.333,19.016666666666666
9,3,3,0.667,22.38
6,2,5,0.286,29.695
8,2,4,0.4,27.098333333333333
2,4,4,0.2,21.398333333333333
6,2,0,0.4,28.39666666666667
8,0,1,0.5,37.7
7,2,3,0.667,24.626666666666665
10,2,2,0.364,14.833333333333334
9,3,3,0.5,27.283333333333335
9,1,3,0.5,15.55
8,1,3,0.3,26.96
7,2,3,0.333,24.433333333333334
7,1,6,0.154,26.95
6,1,6,0.667,26.963333333333335
3,2,6,0.143,25.15
7,3,3,0.429,25.266666666666666
6,0,6,0.333,18.45
6,0,4,0.333,31.716666666666665
6,2,3,0.429,32.8
5,1,4,0.5,22.116666666666667
5,1,4,0.5,17.65
5,2,3,0.333,20.083333333333332
10,0,3,0.8,6.3
9,1,0,0.444,17.233333333333334
8,1,2,1.0,20.69
7,1,3,0.333,19.466666666666665
7,1,1,0.429,34.233333333333334
6,2,2,0.333,19.516666666666666
4,0,3,0.333,10.7
6,0,2,0.333,24.166666666666668
6,2,3,0.667,23.606666666666666
5,2,3,0.333,13.383333333333333
4,1,3,0.25,12.0
7,2,1,0.429,17.75
7,0,3,0.5,16.066666666666666
4,1,2,0.333,28.651666666666667
6,1,3,0.667,10.866666666666667
7,1,1,0.667,9.15
7,0,3,1.0,3.716666666666667
3,2,4,0.333,14.501666666666667
6,0,2,0.5,13.03
0,2,3,0.0,25.15
0,3,4,0.0,19.466666666666665
7,0,1,0.6,17.14666666666667
6,0,1,0.25,21.316666666666666
0,1,5,0.0,26.111666666666668
3,2,3,0.5,12.466666666666667
6,1,0,0.667,16.816666666666666
2,0,1,0.2,12.593333333333334
2,0,5,0.5,13.883333333333333
3,0,2,1.0,7.766666666666667
3,0,1,0.2,14.611666666666666
3,0,3,0.25,12.85
4,0,0,0.5,5.766666666666667
4,1,1,0.286,14.735
3,0,0,0.5,9.15
4,0,0,0.4,13.393333333333333
0,1,2,0.0,4.9
0,1,0,0.0,21.888333333333332
2,0,3,0.143,7.618333333333333
3,0,1,1.0,7.926666666666667
0,2,2,0.0,14.316666666666666
0,0,2,0.0,12.65
0,1,1,0.0,11.526666666666667
2,0,2,0.0,12.6
2,0,2,0.5,12.628333333333334
2,0,2,0.2,11.203333333333333
3,0,1,0.0,7.866666666666666
2,2,0,0.333,14.056666666666667
0,1,1,0.0,19.766666666666666
3,0,0,0.5,5.285
0,0,1,0.0,4.3
0,1,2,0.0,4.7
0,0,3,0.0,5.786666666666667
0,3,0,0.0,8.825
2,1,0,0.5,6.95
0,0,1,0.0,4.7
2,0,1,0.0,8.566666666666666
0,1,1,0.0,4.7
0,1,1,0.0,1.75
0,0,2,0.0,4.7
0,0,2,0.0,6.7
2,0,0,0.5,4.7
2,0,0,1.0,4.7
0,0,1,0.0,4.7
0,0,1,0.0,6.35
0,0,0,0.0,1.75
0,0,0,0.0,1.05
0,0,0,0.0,1.05
0,0,0,0.0,0.66
0,0,0,0.0,0.37
0,0,0,0.0,0.36666666666666664
0,0,0,0.0,6.483333333333333
41,5,12,0.571,39.81666666666667
33,5,7,0.435,40.88333333333333
29,5,8,0.474,35.22
28,5,7,0.55,32.59166666666667
19,13,7,0.273,39.88333333333333
21,8,6,0.313,41.38333333333333
18,0,20,0.75,28.955
18,6,13,0.412,36.43333333333333
21,0,18,0.474,27.583333333333332
26,3,4,0.476,36.95
25,7,4,0.615,28.866666666666667
24,1,8,0.579,28.283333333333335
28,6,3,0.75,33.43333333333333
23,4,7,0.5,24.22
27,2,4,0.529,32.15
9,2,12,0.667,27.016666666666666
15,8,7,0.538,23.35
18,6,8,0.667,21.35
15,14,1,0.556,33.445
13,2,13,0.364,26.166666666666668
9,4,14,0.375,26.9
16,4,2,0.462,33.71666666666667
21,2,6,0.583,34.28333333333333
19,4,1,0.35,36.31333333333333
15,3,13,0.636,26.683333333333334
22,2,6,0.444,32.013333333333335
15,2,5,0.5,25.848333333333333
18,3,7,0.409,36.836666666666666
13,2,7,0.5,26.583333333333332
12,4,6,0.444,24.083333333333332
20,5,2,0.385,31.566666666666666
19,0,6,0.5,32.833333333333336
21,2,3,0.571,30.15
17,5,2,0.5,19.53
14,4,6,0.429,31.283333333333335
19,1,2,0.462,28.755
18,3,5,0.429,31.35
15,2,4,0.556,32.40833333333333
19,3,4,0.318,36.09166666666667
15,2,5,0.833,25.516666666666666
14,2,5,0.333,25.65
11,0,13,1.0,28.05
7,1,16,0.286,37.53333333333333
15,2,2,0.714,28.266666666666666
7,0,7,0.375,19.716666666666665
12,4,7,1.0,25.236666666666668
14,1,8,1.0,31.175
13,3,2,0.455,24.216666666666665
18,2,1,0.778,25.263333333333332
19,1,0,0.667,37.55
10,10,2,0.188,31.983333333333334
12,2,10,0.455,32.266666666666666
10,4,5,0.308,24.546666666666667
9,0,8,0.5,11.05
9,2,4,0.333,30.916666666666668
12,4,7,0.294,37.45166666666667
15,0,8,0.5,22.1
11,4,4,0.2,31.72833333333333
13,1,6,0.375,30.85
10,4,4,0.273,29.033333333333335
9,2,8,0.5,23.15
14,1,3,0.5,31.0
14,2,0,0.2,35.06666666666667
6,7,6,0.5,19.016666666666666
8,5,4,0.286,16.65
9,7,3,0.308,32.75333333333333
11,1,9,0.417,28.666666666666668
12,1,4,0.429,24.783333333333335
10,0,10,0.556,20.416666666666668
13,4,2,0.316,33.875
12,1,3,0.556,24.22
12,2,2,0.571,24.616666666666667
10,3,6,0.375,21.565
11,1,2,0.667,29.016666666666666
10,3,2,0.364,26.466666666666665
11,2,4,0.667,21.316666666666666
5,1,9,0.4,18.983333333333334
11,0,5,0.385,19.333333333333332
8,4,3,0.231,25.016666666666666
5,0,11,0.091,17.966666666666665
8,1,9,0.667,18.513333333333332
5,1,6,0.333,22.833333333333332
11,1,1,0.5,26.683333333333334
8,3,2,0.333,18.733333333333334
4,2,10,0.667,19.083333333333332
5,1,7,0.333,20.55
8,2,6,0.333,24.783333333333335
11,1,1,0.5,12.963333333333333
6,2,3,0.286,38.516666666666666
7,3,2,1.0,10.016666666666667
11,2,2,0.444,27.45
3,6,1,0.167,32.03333333333333
6,0,6,0.5,20.366666666666667
6,1,3,0.333,21.2
7,0,3,0.286,20.916666666666668
6,2,4,0.286,15.1
2,0,8,0.25,21.316666666666666
8,2,2,0.4,25.086666666666666
4,2,5,0.167,28.85333333333333
8,2,4,0.5,20.633333333333333
6,1,3,0.75,14.836666666666666
6,1,6,0.667,9.4
9,1,1,0.375,21.833333333333332
4,4,3,0.25,19.736666666666668
4,0,7,0.5,19.045
5,1,6,0.125,26.15
7,2,2,0.5,24.613333333333333
8,0,1,1.0,4.116666666666666
4,0,2,0.667,21.933333333333334
8,0,4,0.333,15.833333333333334
7,2,1,1.0,4.25
6,3,0,0.429,15.866666666666667
4,0,3,0.5,14.816666666666666
6,2,3,0.6,13.433333333333334
5,2,3,0.4,26.755
2,1,3,0.333,14.116666666666667
2,4,4,0.2,17.283333333333335
4,0,4,0.667,8.383333333333333
6,1,2,0.4,14.555
5,1,3,0.2,18.966666666666665
4,0,5,0.286,19.745
4,0,2,0.5,14.833333333333334
3,0,2,0.2,15.408333333333333
4,0,1,0.4,19.916666666666668
2,1,2,0.2,18.966666666666665
2,0,0,0.0,10.983333333333333
2,1,1,0.5,4.25
0,2,4,0.0,9.316666666666666
0,2,4,0.0,18.683333333333334
3,0,2,0.2,18.383333333333333
2,1,0,0.5,4.25
2,2,1,1.0,4.25
0,1,1,0.0,4.116666666666666
0,1,1,0.0,25.55
3,0,0,1.0,4.25
0,0,1,0.0,12.683333333333334
0,0,1,0.0,4.116666666666666
0,0,1,0.0,4.7
0,2,0,0.0,4.116666666666666
0,0,0,0.0,4.683333333333334
0,0,2,0.0,4.033333333333333
0,1,0,0.0,5.533333333333333
0,0,1,0.0,4.116666666666666
0,0,1,0.0,0.7333333333333333
0,0,1,0.0,4.25
0,0,1,0.0,4.683333333333334
0,0,1,0.0,4.25
0,1,0,0.0,21.245
0,0,0,0.0,3.15
0,0,0,0.0,1.9
0,0,0,0.0,1.8
0,0,0,0.0,2.35
0,0,0,0.0,4.25
0,0,0,0.0,3.75
42,12,5,0.63,45.03333333333333
44,4,4,0.727,46.03333333333333
42,1,7,0.632,35.53333333333333
46,2,2,0.552,36.18333333333333
32,8,10,0.524,39.6
45,6,2,0.625,40.63333333333333
34,5,10,0.5,40.85
27,5,13,0.556,32.15
29,5,8,0.423,40.28333333333333
34,9,3,0.444,32.333333333333336
25,8,9,0.579,34.583333333333336
32,2,6,0.706,28.5
24,7,5,0.643,28.883333333333333
33,2,0,0.579,30.988333333333333
23,3,6,0.5,35.305
28,0,7,0.647,35.79
25,8,6,0.429,36.0
17,14,5,0.538,39.45
20,4,10,0.571,31.233333333333334
22,2,8,0.583,35.666666666666664
13,2,11,0.857,25.016666666666666
19,2,8,0.583,38.13333333333333
23,3,5,0.435,40.86666666666667
17,0,10,0.778,30.033333333333335
22,4,6,0.571,28.30666666666667
20,1,8,0.5,35.31666666666667
17,1,10,0.294,36.156666666666666
16,8,2,0.429,35.46
15,2,3,0.625,20.866666666666667
16,2,8,0.5,17.966666666666665
17,3,6,0.625,27.75
24,3,0,0.429,37.9
14,0,11,0.545,30.856666666666666
18,1,11,0.636,21.8
17,1,5,0.5,26.483333333333334
19,1,4,0.667,28.05
13,2,10,0.556,28.5
17,4,4,0.471,27.65
13,1,10,0.6,14.433333333333334
13,9,4,0.3,38.75833333333333
14,4,3,0.5,28.466666666666665
18,1,7,0.471,25.033333333333335
15,4,2,0.417,33.65
22,2,1,0.4,29.883333333333333
14,0,9,0.5,29.466666666666665
15,2,3,0.583,42.81
15,8,2,0.385,30.966666666666665
19,3,1,0.353,31.966666666666665
23,1,2,0.8,21.35
19,3,2,0.727,21.3
15,4,3,0.556,35.233333333333334
10,0,12,0.833,27.888333333333332
10,4,10,1.0,25.366666666666667
11,5,7,0.714,26.873333333333335
17,1,7,0.583,27.066666666666666
15,2,7,0.4,31.983333333333334
16,6,2,0.6,31.95
12,5,4,0.5,17.346666666666668
11,3,4,0.5,21.666666666666668
11,2,6,0.167,40.516666666666666
11,2,8,0.235,33.46666666666667
10,5,5,0.5,26.783333333333335
13,1,9,0.25,34.06666666666667
14,3,2,0.5,27.6
13,1,3,0.5,24.416666666666668
16,3,1,0.417,28.088333333333335
5,8,9,0.2,24.133333333333333
6,6,7,0.5,28.4
11,2,5,0.556,29.8
9,2,7,0.429,22.933333333333334
13,2,4,0.545,29.828333333333333
13,2,6,0.4,26.7
14,1,5,0.333,28.183333333333334
14,0,4,0.556,16.05
16,1,3,0.545,29.633333333333333
7,3,6,0.429,22.016666666666666
2,3,13,1.0,25.5
10,2,4,0.714,20.933333333333334
6,1,6,0.25,22.7
7,3,9,0.375,25.833333333333332
15,3,2,0.462,30.616666666666667
9,5,3,0.2,32.86666666666667
7,4,5,0.4,26.283333333333335
8,0,9,1.0,21.333333333333332
11,3,5,0.571,15.66
7,1,7,0.6,23.366666666666667
10,1,5,0.429,16.471666666666668
12,2,2,0.625,27.126666666666665
8,3,5,0.333,27.54
4,0,10,1.0,19.933333333333334
7,4,2,0.375,25.715
